contrast,Auditory_Factor,estimate,SE,df,t.ratio,p.value
No - Yes,No,-3.313840241030533,0.304697958765609,54.34852908795064,-10.875820285949889,2.9600495378866895e-15
No - Yes,Yes,-1.037404059716032,0.3027116683685713,53.102475721086286,-3.427036907123529,0.0011856769198771158
