term,power,lower,upper,nsim
Visual_Factor,1,0.9963179161031344,1,1000
Auditory_Factor,1,0.9963179161031344,1,1000
Haptic_Factor,0.21,0.18513884636850597,0.2365809848578132,1000
Visual_Factor:Auditory_Factor,0.99,0.9816867569448876,0.9951944893089507,1000
Visual_Factor:Haptic_Factor,0.395,0.364548508996984,0.42607158751299457,1000
Auditory_Factor:Haptic_Factor,0.197,0.1727697505356649,0.22302825707538987,1000
Visual_Factor:Auditory_Factor:Haptic_Factor,0.176,0.15287828961643135,0.20104651271780782,1000
