Haptic_Factor,Auditory_Factor,response,SE,df,lower.CL,upper.CL
No,No,0.9879430920296313,0.027068315341636312,30.41150801991634,0.9343556033020801,1.044930702130547
Yes,No,0.9022219083073012,0.026578025263076992,29.798033535175197,0.8496815675659491,0.9583581147897994
No,Yes,0.8476086478331056,0.02119529613026535,30.110454601064554,0.8055197752576267,0.8921292610009086
Yes,Yes,0.8087881441265409,0.021896638667219314,29.87936463540815,0.7653924812614417,0.8549056301197764
