grp,var1,var2,vcov,sdcor
Participant_ID,(Intercept),NA,0.21259527105737405,0.46108054725543784
Participant_ID,Auditory_Factor1,NA,0.021009117328592054,0.14494522182049346
Participant_ID,(Intercept),Auditory_Factor1,-0.024423268303953694,-0.36544588608649153
Residual,NA,NA,0.3148668185244021,0.5611299479838892
