pair,spearman
EWM~Equal,0.9147058823529411
EWM~PCA,0.9323529411764705
EWM~ObjectiveOnly,0.6441176470588235
Equal~PCA,0.9970588235294118
Equal~ObjectiveOnly,0.7382352941176471
PCA~ObjectiveOnly,0.7294117647058824
